Generic Name,Shortage Status,Revision Date,Created Date,NDC Codes
Amoxicillin and Clavulanate Oral Presentations,Current Shortages,"Jul 17, 2025","Nov 17, 2022",00093-2270-34;00093-2272-34;00093-2274-34;00093-2275-34;00093-2277-73;00093-2279-73;00093-8675-74;00093-8675-75;00093-8675-78;00143-9249-20;00143-9853-16;00143-9853-24;00143-9853-75;00143-9981-01;00143-9981-50;00143-9981-75;00143-9982-01;00143-9982-50;00143-9982-75;00781-1831-01;00781-1831-20;00781-1852-01;00781-1852-20;00781-1874-31;00781-1943-39;00781-1943-82;00781-6102-46;00781-6102-52;00781-6102-57;00781-6104-46;00781-6104-52;00781-6104-57;00781-6139-48;00781-6139-54;00781-6139-57;81964-0203-51;81964-0203-54;81964-0203-69
Amoxicillin Oral Presentations,Current Shortages,"Jul 11, 2025","Oct 18, 2022",00093-2263-01;00093-2264-01;00093-2267-01;00093-2268-01;00093-3107-01;00093-3107-05;00093-3109-05;00093-3109-53;00093-4155-73;00093-4155-79;00093-4155-80;00093-4160-73;00093-4160-76;00093-4160-78;00093-4161-73;00093-4161-76;00093-4161-78;00143-9285-01;00143-9886-01;00143-9886-50;00143-9886-75;00143-9887-01;00143-9887-50;00143-9887-75;00143-9888-01;00143-9888-15;00143-9888-80;00143-9889-01;00143-9889-15;00143-9889-80;00143-9939-05;00781-2020-01;00781-2020-05;00781-2613-01;00781-2613-05;00781-5061-01;00781-5061-20;00781-6039-46;00781-6039-55;00781-6039-58;00781-6041-46;00781-6041-55;00781-6041-58;00781-6156-46;00781-6156-52;00781-6156-57;00781-6157-46;00781-6157-52;00781-6157-57;57237-0028-01;57237-0029-01;57237-0029-20;57237-0030-01;57237-0030-05;57237-0031-01;57237-0031-05
Amphetamine Extended-Release Oral Presentations,Current Shortages,"Aug 07, 2025","Aug 22, 2022",00115-1486-01;00115-1487-01;00115-1488-01;00115-1489-01;00115-1490-01;00115-1491-01;00228-3059-11;00228-3060-11;00228-3061-11;00228-3062-11;00228-3063-11;00228-3064-11;00527-0790-37;00527-0791-37;00527-0793-37;00527-0794-37;00527-0795-37;00527-1488-37;00781-2329-01;00781-2335-01;00781-2343-01;00781-2352-01;00781-2368-01;00781-2371-01;24478-0102-01;24478-0106-01;24478-0108-01;24478-0109-01;24478-0110-01;31722-0185-01;31722-0186-01;31722-0187-01;31722-0188-01;31722-0189-01;31722-0195-01;42858-0055-01;42858-0215-01;42858-0325-01;42858-0610-10;42858-0720-01;42858-0930-01;49884-0839-01;49884-0840-01;49884-0841-01;49884-0842-01;49884-0843-01;49884-0844-01;54092-0381-01;54092-0383-01;54092-0385-01;54092-0387-01;54092-0389-01;54092-0391-01;54092-0468-01;54092-0471-01;54092-0474-01;54092-0477-01;57664-0336-88;57664-0337-88;57664-0338-88;57664-0339-88;57664-0340-88;57664-0341-88;66993-0594-02;66993-0595-02;66993-0596-02;66993-0597-02;66993-0598-02;66993-0599-02;70165-0005-30;70165-0010-30;70165-0015-30;70165-0020-30;70165-0025-30;70165-0030-30
"Amphetamine Mixed Salts, Immediate-Release Tablets",Resolved Shortages,"Mar 10, 2022","Feb 20, 2019",00378-4541-01;00378-4542-01;00378-4544-01;00378-4545-01;00378-4546-01;00378-4547-01;00406-8885-01;00406-8891-01;00406-8892-01;00406-8893-01;00406-8894-01;00555-0776-02;00555-0777-02;00555-0971-02;00555-0972-02;00555-0973-02;00555-0974-02;57664-0641-08;57664-0642-08;57664-0643-08;57664-0644-08;57664-0645-08;57664-0646-08;57664-0647-08;57844-0105-01;57844-0110-01;57844-0112-01;57844-0115-01;57844-0117-01;57844-0120-01;57844-0130-01;68382-0950-01;68382-0951-01;68382-0952-01;68382-0953-01;68382-0954-01;68382-0955-01;68382-0956-01
"Amphetamine Mixed Salts, Immediate-Release Tablets",Current Shortages,"Aug 09, 2025","Jul 27, 2022",00185-0842-01;00185-0853-01;00185-2098-01;00185-2099-01;00406-8884-01;00406-8885-01;00406-8891-01;00406-8892-01;00406-8893-01;00406-8894-01;00527-0760-37;00527-0761-37;00527-0762-37;00527-0763-37;00527-0764-37;00527-0765-37;00527-0766-37;00555-0775-02;00555-0776-02;00555-0777-02;00555-0971-02;00555-0972-02;00555-0973-02;00555-0974-02;11534-0190-01;11534-0191-01;11534-0192-01;11534-0193-01;11534-0194-01;11534-0195-01;11534-0196-01;31722-0155-01;31722-0156-01;31722-0157-01;31722-0158-01;31722-0159-01;31722-0163-01;31722-0164-01;42806-0339-01;42806-0341-01;42806-0343-01;42806-0344-01;42806-0345-01;42858-0721-01;42858-0722-01;42858-0723-01;42858-0724-01;42858-0725-01;42858-0726-01;42858-0727-01;43547-0457-10;43547-0458-10;47781-0174-01;47781-0176-01;47781-0178-01;47781-0179-01;47781-0180-01;57844-0105-01;57844-0110-01;57844-0112-01;57844-0115-01;57844-0117-01;57844-0120-01;57844-0130-01;64850-0500-01;64850-0501-01;64850-0502-01;64850-0503-01;64850-0504-01;64850-0505-01;64850-0506-01;70010-0111-01;70010-0112-01;70010-0113-01;70010-0114-01;70010-0115-01;70010-0116-01;70010-0117-01;72516-0011-01;72516-0012-01;72516-0013-01;72516-0014-01;72516-0016-01
Amphotericin B Injection,Resolved Shortages,"May 28, 2019","Jan 24, 2019",39822-1055-05
Amphotericin B Injection,Resolved Shortages,"Apr 22, 2021","Oct 06, 2020",39822-1055-05
Amphotericin B Injection,Resolved Shortages,"Aug 05, 2022","Nov 09, 2021",39822-1055-05
Amphotericin B Injection,Resolved Shortages,"Jul 06, 2024","Nov 10, 2022",39822-1055-05
Amphotericin B Lipid Complex,Current Shortages,"Jul 08, 2025","Aug 05, 2022",57665-0101-41
Ampicillin Injection,Resolved Shortages,"Mar 24, 2017","Feb 03, 2016",00781-3400-95;00781-3402-95;00781-3404-95;00781-3407-95;00781-3408-95;00781-3409-95;00781-3412-92;00781-3413-92;25021-0134-10;25021-0135-10;25021-0136-10;25021-0137-20;44567-0101-10;44567-0102-10;44567-0103-10;44567-0104-10;55150-0111-10;55150-0112-10;55150-0113-10;55150-0114-20;55150-0115-99;63323-0387-10;63323-0388-10;63323-0389-10;63323-0399-23
Ampicillin Injection,Resolved Shortages,"Feb 24, 2025","Oct 19, 2023",00781-3402-95;00781-3404-95;00781-3407-95;00781-3408-95;00781-3409-95;00781-3413-92;25021-0136-10;25021-0137-20;44567-0101-10;44567-0102-10;44567-0103-10;44567-0104-10;55150-0113-10;55150-0114-20;55150-0115-99;65219-0014-10;65219-0016-10;65219-0018-20;65219-0020-23;66794-0220-41;66794-0221-41;66794-0222-41;66794-0223-41;66794-0224-15;67850-0021-10;67850-0022-10;67850-0024-10;70860-0118-99;72485-0421-10;72485-0422-10
Ampicillin Sodium and Sulbactam Sodium Injection,Resolved Shortages,"Mar 24, 2023","Aug 31, 2015",00049-0013-83;00049-0014-83;00049-0024-28;00409-2689-01;00409-2987-03;00641-6116-10;00641-6117-10;00641-6118-01;25021-0142-20;25021-0143-30;25021-0144-99;44567-0210-10;44567-0211-10;44567-0212-01;55150-0116-20;55150-0117-20;55150-0118-99;66794-0206-41;66794-0207-41;66794-0208-15;67457-0348-10;67457-0349-10;67457-0649-10;70594-0081-02;70594-0082-02;70594-0083-01;71288-0005-20;71288-0006-30;71288-0007-25
Amyl Nitrite Inhalation,Resolved Shortages,"Sep 22, 2022","Dec 21, 2018",46414-2222-01
Anagrelide Hydrochloride Capsules,Resolved Shortages,"Aug 04, 2016","Jan 06, 2016",00172-5240-60;00172-5241-60;54092-0063-01
Anagrelide Hydrochloride Capsules,Resolved Shortages,"Apr 30, 2021","Nov 14, 2019",00172-5240-60;00172-5241-60;13668-0453-01;13668-0462-01;54092-0063-01
Anticoagulant Citrate Dextrose Formula A (ACD-A),Resolved Shortages,"Jul 27, 2022","Jul 19, 2022",00942-0641-04
Anticoagulant Citrate Dextrose Formula A (ACD-A),Resolved Shortages,"May 13, 2025","Dec 11, 2024",00942-0641-04
Antivenin Latrodectus Mactans (Black Widow Spider Antivenin),Current Shortages,"Aug 06, 2025","Jun 11, 2015",00006-5424-02
Aprepitant Capsules,Resolved Shortages,"May 26, 2016","Jul 01, 2015",00006-0461-02;00006-0461-06;00006-0462-06;00006-0464-05;00006-0464-10;00006-3862-03
Aprepitant Oral Suspension,Resolved Shortages,"Apr 11, 2025","Feb 28, 2025",00006-3066-03
Argatroban Injection,Resolved Shortages,"Mar 21, 2024","Nov 20, 2018",00143-9559-01;00143-9674-01;00409-1140-01;25021-0414-50;42023-0182-01;55150-0241-01;55150-0241-10;63323-0526-03;65219-0429-50;67457-0212-02
Aripiprazole Oral Disintegrating Tablets,Resolved Shortages,"May 17, 2016","Sep 09, 2015",13811-0692-30;13811-0693-30;59148-0640-23;59148-0641-23
Artesunate Injection,Resolved Shortages,"Nov 05, 2021","Sep 14, 2021",73607-0011-11
Ascorbic Acid Injection,Resolved Shortages,"Jun 05, 2019","Feb 15, 2019",67157-0101-50
Asparaginase Erwinia chrysanthemi,Resolved Shortages,"Jun 20, 2018","Oct 11, 2016",57902-0249-05
Asparaginase Erwinia chrysanthemi,Resolved Shortages,"Jun 11, 2024","Oct 11, 2018",68727-0900-03
Aspirin Suppositories,Resolved Shortages,"Oct 14, 2020","Jun 04, 2019",00574-7034-12;00574-7036-12
Aspirin Suppositories,Resolved Shortages,"Aug 18, 2022","Mar 17, 2022",00574-7034-12
Atenolol and Chlorthalidone Tablets,Resolved Shortages,"Dec 13, 2018","Aug 01, 2018",00378-2063-01;00378-2064-01;00591-5782-01;00591-5783-01;52427-0382-90;52427-0383-90
Atenolol tablets,Resolved Shortages,"Sep 11, 2018","Jul 03, 2017",00093-0752-01;00093-0752-10;00093-0753-01;00093-0753-05;00093-0787-01;00093-0787-10;00378-0218-01;00378-0218-10;00378-0231-01;00378-0231-10;00378-0757-01;00378-0757-10;00781-1078-01;00781-1078-10;00781-1506-01;00781-1506-10;00781-1507-01;00781-1507-10;00904-5392-61;51079-0684-20;51079-0685-20;51079-0759-20;52427-0429-90;52427-0430-90;52427-0431-90;68382-0022-01;68382-0022-10;68382-0023-01;68382-0023-10;68382-0024-01;68382-0024-10
Atorvastatin Tablets,Resolved Shortages,"May 26, 2016","Jul 23, 2015",00071-0155-23;00071-0155-34;00071-0155-40;00071-0156-23;00071-0156-40;00071-0156-94;00071-0157-23;00071-0157-40;00071-0157-73;00071-0157-88;00071-0158-23;00071-0158-73;00071-0158-88;00071-0158-92;00378-3950-05;00378-3950-77;00378-3951-05;00378-3951-77;00378-3952-05;00378-3952-77;00378-3953-05;00378-3953-77;00781-5381-92;00781-5382-92;00781-5384-92;00781-5388-92;00904-6290-61;00904-6291-61;51079-0208-20;51079-0209-20;51079-0210-20;51079-0211-03;55111-0121-05;55111-0121-90;55111-0122-05;55111-0122-90;55111-0123-05;55111-0123-90;55111-0124-05;55111-0124-90;59762-0155-01;59762-0155-02;59762-0156-01;59762-0156-02;59762-0157-02;59762-0158-01;59762-0158-02;60505-2578-08;60505-2578-09;60505-2579-08;60505-2579-09;60505-2580-08;60505-2580-09;60505-2671-08;60505-2671-09;62175-0890-43;62175-0890-46;62175-0891-43;62175-0891-46;62175-0892-41;62175-0892-46;62175-0897-41;62175-0897-46
Atracurium Injection,Resolved Shortages,"May 26, 2016","Jun 22, 2015",0040-1105-02;00409-1109-01;25021-0659-05;25021-0672-10
Atracurium Injection,Resolved Shortages,"Aug 11, 2022","Oct 07, 2021",0040-1105-02;00409-1109-01;71288-0701-05;71288-0702-10
Atropine Ophthalmic Solution,Resolved Shortages,"Aug 27, 2018","May 24, 2018",17478-0215-02;17478-0215-05;17478-0215-15;59390-0192-05
Atropine Ophthalmic Solution,Resolved Shortages,"Aug 06, 2020","Jan 09, 2019",17478-0215-02;17478-0215-05;17478-0215-15
Atropine Sulfate Injection,Resolved Shortages,"Aug 18, 2025","Jun 08, 2015",00409-1630-10;00409-4910-34;00409-4911-34;00409-9630-05;00517-1001-25;00517-1004-25;00641-6251-10;63323-0580-20;64253-0400-91;70069-0481-10;70069-0631-25;70069-0641-25;70121-1705-07;70121-1706-02;76329-3339-01
Atropine Sulfate Ophthalmic Ointment,Resolved Shortages,"Apr 16, 2021","Oct 11, 2019",24208-0825-55
Atropine Sulfate Ophthalmic Ointment,No Commercially Available Preparations,"Nov 30, 2023","Aug 18, 2023",24208-0825-55
Atropine Sulfate Ophthalmic Solution,Resolved Shortages,"Apr 25, 2017","Jun 01, 2015",00998-0303-05;00998-0303-15;17478-0214-10;17478-0214-12;17478-0214-20;17478-0215-02;17478-0215-05;17478-0215-15;24208-0750-06;24208-0750-60;61314-0303-01;61314-0303-02
Avibactam/Ceftazidime Injection,Resolved Shortages,"Jan 24, 2017","Jul 28, 2016",00456-2700-10
Avibactam/Ceftazidime Injection,Resolved Shortages,"Jul 20, 2021","Feb 21, 2020",00456-2700-10
Azacitidine Injection,Resolved Shortages,"May 18, 2023","Nov 02, 2020",00143-9606-01;00781-3253-94;16729-0306-10;43598-0143-62;43598-0305-62;55150-0393-01;59572-0102-01;63323-0771-39;64679-0096-01;67457-0254-30;69097-0805-40;71288-0115-30;72485-0201-01
Azathioprine Sodium Injection,Current Shortages,"Jul 22, 2025","Sep 30, 2024",00143-9566-01
Azathioprine Tablets,Resolved Shortages,"May 26, 2016","Jun 11, 2015",00054-4084-25;00054-8084-25;00378-1005-01;51079-0620-06;65483-0590-10;65649-0231-41;65649-0241-41;68382-0003-01;68382-0003-05
Azithromycin Injection,Resolved Shortages,"May 26, 2016","Jun 01, 2015",00069-3150-83;00409-0144-11;25021-0112-10;60505-6076-04;63323-0398-10
Azithromycin Injection,Resolved Shortages,"Jun 01, 2021","Jan 14, 2018",00069-3150-83;00409-0144-11;55150-0174-10;60505-6076-04;63323-0398-10;70436-0019-82;70860-0100-10
Azithromycin Injection,Resolved Shortages,"Jul 05, 2023","Dec 02, 2022",00069-3150-83;00409-0144-11;55150-0174-10;63323-0398-10;70095-0025-02;70436-0019-82;70860-0100-10
Azithromycin Powder for Oral Suspension Packets,Current Shortages,"Jul 16, 2025","Nov 20, 2024",00069-3051-07;00069-3051-75;59762-3051-01;59762-3051-02
Bacitracin for Injection,Discontinued Drugs,"Mar 04, 2020","Feb 03, 2020",00009-0233-01;00009-0233-03;39822-0277-02;63323-0329-30;63323-0329-31;70594-0026-02
Bacitracin Ophthalmic Ointment,Resolved Shortages,"Jan 20, 2023","Jul 26, 2019",00574-4022-35
Bacitracin Ophthalmic Ointment,Current Shortages,"Jul 18, 2025","Sep 12, 2024",00574-4022-35
Bacteriostatic 0.9% Sodium Chloride Vials,Resolved Shortages,"Jun 18, 2019","Jul 11, 2018",00409-1966-05;00409-1966-07;00409-1966-12;63323-0924-10;63323-0924-30
Bacteriostatic 0.9% Sodium Chloride Vials,Resolved Shortages,"May 18, 2025","Nov 16, 2021",00409-1966-05;00409-1966-07;00409-1966-12;63323-0924-10;63323-0924-30
Bacteriostatic Water for Injection,Resolved Shortages,"Mar 06, 2023","Nov 16, 2021",00409-3977-03
Bacteriostatic Water for Injection,Current Shortages,"Jul 15, 2025","Jul 15, 2025",00409-3977-03
Barium Sulfate 0.1% Oral Suspension,Discontinued Drugs,"Jun 20, 2024","Jun 20, 2024",32909-0927-03
Basiliximab Injection,Resolved Shortages,"Apr 28, 2025","Jul 23, 2024",00078-0331-84;00078-0393-61
BCG Live Intravesical,Resolved Shortages,"Nov 18, 2016","Jun 17, 2015",00052-0602-02;49281-0880-03
BCG Live Intravesical,Current Shortages,"Jun 10, 2025","Jan 15, 2019",00052-0602-02
Becaplermin Topical Gel,Resolved Shortages,"Jun 01, 2022","Jul 07, 2021",50484-0810-15
Becaplermin Topical Gel,Current Shortages,"Jun 17, 2025","Mar 29, 2024",50484-0810-15
Belatacept Injection,Resolved Shortages,"Jan 09, 2019","Mar 07, 2017",00003-0371-13
Belimumab Injection,Resolved Shortages,"Jul 09, 2024","Dec 14, 2023",49401-0088-35;49401-0088-47;49401-0101-01;49401-0102-01
Belladonna and Opium Suppositories,Resolved Shortages,"Feb 22, 2019","May 11, 2018",00574-7040-12;00574-7045-12
Belladonna and Opium Suppositories,Resolved Shortages,"Jan 31, 2022","Jun 30, 2021",00574-7040-12;00574-7045-12
Belladonna and Opium Suppositories,Resolved Shortages,"Jul 12, 2024","Jul 05, 2022",00574-7040-12;00574-7045-12
Bendamustine Hydrochloride Injection,Resolved Shortages,"Mar 19, 2018","Feb 15, 2018",63459-0348-04;63459-0390-08;63459-0391-20
Benzoin Tincture,Resolved Shortages,"Nov 23, 2021","May 21, 2021",00395-0243-16;00395-0243-92;00395-0247-92
Benzonatate Capsules,Resolved Shortages,"May 17, 2016","Jun 18, 2015",00069-0122-01;00904-5904-60;51224-0001-50;57664-0133-88;57664-0134-88;65162-0536-10;65162-0536-20;65162-0537-10;65162-0537-20;67877-0105-01;67877-0105-05;67877-0106-01;67877-0106-05;68025-0058-10;68382-0247-01;69387-0119-01;69387-0119-05;69387-0120-01;69387-0120-05
Benztropine Mesylate Injection,Resolved Shortages,"Dec 22, 2016","Jun 09, 2015",00143-9729-05;17478-0012-02;63323-0970-02;76478-0611-02
Benztropine Mesylate Injection,Resolved Shortages,"Apr 09, 2021","Nov 30, 2018",00143-9729-05;63323-0970-02
Benzylpenicilloyl Polylysine,Resolved Shortages,"May 20, 2020","Feb 10, 2020",49471-0001-05
Betamethasone Acetate/Betamethasone Sodium Phosphate Suspension for Injection,Resolved Shortages,"Nov 18, 2019","Oct 25, 2018",00085-4320-01;00517-0720-01;51754-5060-01
Betamethasone Acetate/Betamethasone Sodium Phosphate Suspension for Injection,Resolved Shortages,"Apr 27, 2023","Oct 01, 2020",00517-0720-01;51754-5060-01;78206-0118-01
Betamethasone Acetate/Betamethasone Sodium Phosphate Suspension for Injection,Resolved Shortages,"Oct 21, 2024","Sep 12, 2023",00517-0720-01;78206-0118-01
Betaxolol Tablets,Resolved Shortages,"Feb 21, 2024","Oct 03, 2023",10702-0013-01;10702-0014-01;42806-0038-01;42806-0039-01
Bevacizumab-bvzr Injection,Resolved Shortages,"Feb 06, 2025","Sep 04, 2024",00069-0315-01;00069-0342-01
Bezlotoxumab Injection,Discontinued Drugs,"Feb 05, 2025","Feb 05, 2025",00006-3025-00
Bisacodyl Suppositories,Resolved Shortages,"Feb 28, 2020","May 16, 2019",00536-1238-01;00574-7050-12;00574-7050-50;00904-6981-12;00904-6981-60;57896-0444-01;57896-0444-12
Bisoprolol Fumarate Tablets,Resolved Shortages,"Oct 30, 2019","Jan 08, 2019",00378-0523-01;00378-0523-93;00378-0524-01;00378-0524-93;29300-0126-01;29300-0126-13;29300-0127-01;29300-0127-13
Bivalirudin Injection,Resolved Shortages,"Jun 19, 2020","Jun 04, 2019",00338-9572-24;00409-8300-10;00409-8300-15;00781-3158-95;55111-0652-37;55150-0210-10;63323-0562-10;65293-0001-01
Bivalirudin Injection,Current Shortages,"Aug 03, 2025","Nov 12, 2024",00409-8300-15;00781-3158-95;16729-0275-67;42023-0622-10;55111-0652-37;55150-0210-10;63323-0562-10;67457-0256-10;70436-0025-82;70860-0402-10;71288-0427-11;83634-0400-10
Bleomycin Sulfate Injection,Resolved Shortages,"Aug 29, 2017","Apr 13, 2016",00703-3154-01;00703-3155-01;61703-0323-22;61703-0332-18;63323-0136-10;63323-0137-20;70121-1561-01
Bleomycin Sulfate Injection,Resolved Shortages,"Jul 06, 2024","May 08, 2023",00143-9240-01;00143-9241-01;61703-0323-22;61703-0332-18;63323-0136-10;63323-0137-20;71288-0106-10;71288-0107-20
Boceprevir Capsules,Discontinued Drugs,"Jan 06, 2016","Jun 25, 2015",00085-0314-02
Budesonide Suspension for Inhalation,Current Shortages,"Jul 11, 2025","May 30, 2023",00093-6815-55;00093-6815-73;00093-6816-55;00093-6816-73;00093-6817-73;00115-1687-74;00115-1689-74;00487-9601-01;00487-9601-30;00487-9701-01;00487-9701-30;68180-0984-30;69097-0318-53;69097-0318-87;69097-0319-53;69097-0319-87;69097-0321-53;69097-0321-87
Bumetanide Injection,Resolved Shortages,"Jan 24, 2021","Apr 20, 2017",00409-1412-04;00409-1412-10;00641-6007-10;00641-6008-10
Bumetanide Injection,Resolved Shortages,"Mar 08, 2025","Apr 23, 2021",00641-6007-10;00641-6008-10;25021-0321-04;25021-0321-10;65219-0570-04;65219-0570-10;68462-0469-54;68462-0470-54;72205-0101-07;72205-0102-07
Bupivacaine Hydrochloride Implant,Discontinued Drugs,"Apr 11, 2025","Apr 11, 2025",51715-0100-04;51715-0100-10
Bupivacaine Injection,Current Shortages,"Aug 08, 2025","Sep 14, 2015",00143-9328-10;00143-9329-10;00143-9330-10;00143-9331-10;00143-9332-10;00143-9333-10;00143-9334-10;00143-9335-10;00409-0525-25;00409-1159-01;00409-1159-02;00409-1160-01;00409-1162-01;00409-1162-02;00409-1163-01;00409-1165-01;00409-1165-02;00409-1559-10;00409-1559-30;00409-1560-10;00409-1560-29;00409-1582-10;00409-1587-50;00409-1761-10;00409-2253-25;00409-3613-01;00409-5010-25;55150-0167-10;55150-0168-30;55150-0169-10;55150-0170-30;55150-0171-10;55150-0172-30;55150-0249-50;55150-0250-50;63323-0464-17;63323-0464-37;63323-0465-57;63323-0466-17;63323-0466-37;63323-0467-57;63323-0472-17;63323-0472-37;70069-0752-01;70069-0752-10;70069-0752-25;70069-0753-01;70069-0753-10;70069-0753-25;70594-0114-02;70594-0115-01;70594-0116-01;70594-0117-02;70594-0118-01;70594-0119-01;70594-0120-02;70594-0121-01;71288-0721-11;71288-0722-32;71288-0723-52;71288-0724-11;71288-0725-32;71288-0726-52;71288-0727-11;71288-0728-32
Bupivacaine with Epinephrine Injection,Current Shortages,"May 02, 2025","Sep 02, 2016",00409-1746-10;00409-1746-30;00409-1749-10;00409-1749-29;00409-1752-50;00409-1755-50;00409-9042-01;00409-9042-17;00409-9043-01;00409-9045-01;00409-9045-17;00409-9046-01;63323-0460-37;63323-0461-57;63323-0462-17;63323-0462-37;63323-0463-57;63323-0468-17;63323-0468-37
Buprenorphine Hydrochloride Injection,Resolved Shortages,"Dec 14, 2020","Apr 27, 2018",00409-2012-32;12496-0757-01;12496-0757-05;42023-0179-05
Buprenorphine Hydrochloride Injection,Resolved Shortages,"Dec 17, 2024","Aug 09, 2024",00409-2012-32;42023-0179-05
Buprenorphine Sublingual Tablets,Resolved Shortages,"May 26, 2016","Jul 10, 2015",00054-0176-13;00054-0177-13;00093-5378-56;00093-5379-56;50383-0924-93;50383-0930-93
Bupropion Hydrochloride 24 Hour extended Release Tablets,Resolved Shortages,"May 26, 2016","Jul 22, 2015",00115-6811-08;00115-6811-10;00187-0730-30;00187-0730-90;00187-0731-30;00378-2008-77;00378-2009-05;10370-0101-03;10370-0101-50;10370-0102-03;10370-0102-50;45963-0141-30;45963-0141-90;45963-0142-30;49909-0010-30;51079-0047-20;51079-0109-03
Buspirone Tablets,Resolved Shortages,"Jun 30, 2020","Sep 03, 2018",00093-0053-01;00093-0053-05;00093-0054-01;00093-0054-05;00093-1003-01;00093-1003-05;00093-5200-05;00093-5200-06;00378-1140-01;00378-1140-05;00378-1150-01;00378-1150-05;00378-1165-05;00378-1165-80;00378-1165-91;00378-1175-91;16729-0200-01;16729-0200-16;16729-0202-01;16729-0202-16;16729-0203-01;16729-0203-12;16729-0289-12;24689-0781-01;24689-0781-05;24689-0785-01;24689-0907-01;24689-0907-05;24689-0921-01;24689-0921-05;24689-0921-06;24689-0933-06;49884-0725-01;49884-0725-05;51079-0960-20;51079-0985-20;51079-0986-20;51079-0994-20;68382-0180-01;68382-0180-05;68382-0181-01;68382-0181-05;68382-0182-01;68382-0182-05;68382-0183-05;68382-0183-14
Busulfan Injection,Resolved Shortages,"Apr 29, 2024","Jan 04, 2019",00409-1112-01;25021-0241-10;59148-0070-91;65219-0160-10;67457-0893-08;70121-1244-07;71288-0116-11;72485-0210-08
Butorphanol Injection,Resolved Shortages,"Dec 14, 2020","Aug 21, 2020",00409-1623-01;00409-1626-01;00409-1626-02
Butorphanol Injection,Resolved Shortages,"Sep 22, 2024","Jan 19, 2023",00409-1623-01;00409-1626-01;00409-1626-02
Butorphanol Tartrate Injection,Resolved Shortages,"Jun 07, 2019","Apr 19, 2018",00409-1623-01;00409-1626-01;00409-1626-02
C1-Esterase Inhibitor (Human) Injection,Resolved Shortages,"Jun 13, 2019","Aug 16, 2017",42227-0081-05;63833-0825-02
Cabergoline Tablets,Resolved Shortages,"May 23, 2023","Nov 02, 2020",00093-5420-88;49884-0673-14;50762-0118-08;59762-1005-01
Caffeine and Sodium Benzoate Injection,Resolved Shortages,"Nov 07, 2016","Sep 04, 2015",00517-2502-10
Caffeine and Sodium Benzoate Injection,Resolved Shortages,"Jun 26, 2017","Apr 30, 2017",00517-2502-10
Caffeine and Sodium Benzoate Injection,Resolved Shortages,"Jul 05, 2018","Jan 30, 2018",00517-2502-10
Caffeine and Sodium Benzoate Injection,Resolved Shortages,"Jun 15, 2020","Jan 29, 2020",00517-2502-10
Caffeine Citrate Injection,Resolved Shortages,"May 26, 2016","Jul 23, 2015",00517-0020-10;00641-6164-10;25021-0601-03;47335-0289-40;51754-0500-01;63323-0407-03
Caffeine Citrate Oral Solution,Resolved Shortages,"May 26, 2016","Jul 23, 2015",25021-0602-03;51754-0501-03;63323-0406-03
Calcitriol Injection,Resolved Shortages,"Jun 03, 2016","Jan 28, 2016",00517-0132-25;17478-0931-01
Calcitriol Injection,Resolved Shortages,"Nov 08, 2019","Aug 31, 2018",17478-0931-01
Calcitriol Injection,Resolved Shortages,"Oct 17, 2023","May 03, 2021",72266-0251-10
Calcitriol Oral Solution,Current Shortages,"Aug 03, 2025","Feb 24, 2023",00054-3120-41;63304-0241-59;64980-0447-15
Calcium Acetate Oral Capsules and Tablets,Resolved Shortages,"Jan 30, 2023","Dec 05, 2019",00054-0088-13;00054-0088-26;00536-1336-32;00781-2081-02;00904-6668-61;10135-0629-02;23155-0531-02;23155-0621-02;24689-0793-02;29033-0026-02;59528-0331-02;62135-0191-22;62135-0192-22;65162-0590-20;69097-0862-83
Calcium Chloride Injection,Resolved Shortages,"Jan 05, 2021","Jun 09, 2015",00409-1631-10;00409-4928-34;00517-6710-10;64253-0900-36;76329-3304-01
